scen_number;sensitivity;n_iter;walltime;PrimalResidual_EOM;DualResidual_EOM;rho_EOM
4;ref;40;0.3495326266666667;154.62381977571988;161.7581763670394;1
4;ref;40;0.35893365;154.62381977808;161.75817637251316;1
4;ref;40;0.360639655;154.62381977571988;161.7581763670394;1
1;ref;40;0.20397094666666668;154.62381978215643;161.75817631314627;1
1;ref;40;0.13420342000000002;154.62381978215643;161.75817631314627;1
1;ref;40;0.17375476333333334;133.64322113619934;3.825556571889583;0.01
1;ref;40;0.14679108;154.62381978215643;161.75817631314627;1
1;ref;40;0.16327758333333336;154.62381978215643;161.75817631314627;1
4;ref;40;0.20939293333333336;154.62381977571988;161.7581763670394;1
4;ref;400;1.63110327;11.332574058328456;5.349817066375471;1
4;ref;400;1.71083011;11.332574058328209;5.349817066946677;1
4;ref;400;1.7263853283333335;11.332574058328209;5.349817066946677;1
4;ref;100;0.4590533916666667;62.29959261068586;118.01975410151859;1
1;ref;100;0.339498485;62.24149853188555;118.01975203668118;1
4;ref;100;0.4487156383333334;62.241498554443645;118.01975237832045;1
4;ref;100;0.47214684333333334;62.241498532709144;118.01975203343066;1
4;ref;100;0.46374269;62.241498557288025;118.01975235940611;1
4;ref;100;0.46073793;62.24149855731419;118.01975237674623;1
4;ref;200;0.8558347466666667;19.540305173044786;28.000103394166057;1
1;ref;40;10.078472998333334;2.984348366295121;0.00018593682146124187;1
1;ref;40;0.13948870833333335;2.9194166542394466;1.937442828570742;1
1;ref;200;0.5286106766666667;2.9844033507012733;6.380118180311782e-9;100
1;ref;200;0.6245099116666667;24.832670952561877;25.66019777767101;1
1;ref;200;0.6523707833333334;17.038748616439204;0.23140068803140532;0.01
1;ref;40;0.301950875;3.148179224754747;6.390333031557894e-6;1
1;ref;400;1.2620931766666668;1.1037777048825181;1.6072975275148114;1
1;ref;200;0.8602726700000001;24.832670952561877;25.66019777767101;1
1;ref;500;2.1048800283333335;17.14202035931022;10.02919759580091;1
1;ref;500;1.9668325250000003;6.016428463710357;5.505719250873496;1
1;ref;500;2.260077468333334;6.0164281298978235;5.505718270520826;1
1;ref;5;1.7543534333333333;280.5684150382482;0.8878830821665759;1
1;ref;5;6.928569081666667;280.5684150382482;0.8878830821665759;1
1;ref;5;9.481373806666666;280.56839943192205;0.8879784128995477;1
1;ref;5;7.88301265;230.82981987623268;0.12896571557881628;1
1;ref;5;0.17030140833333332;230.82982572352296;0.12896578368218609;1
1;ref;500;1.6190669083333336;1.9510622118926972;3.594475354315478;1
1;ref;500;1.5296199616666668;1.9510622118926972;3.594475354315478;1
1;ref;1000;3.0853099133333335;1.9331524192689615;3.6807462346188973;1
1;ref;1000;3.1273221333333336;1.9331524192689615;3.6807462346188973;1
1;ref;1000;4.2685629416666675;1.9331524192689615;3.6807462346188973;1
1;ref;10;0.08740139333333334;150.85063732521436;63.09374255610429;1
1;ref;10;0.061580105;150.85063732521436;63.09374255610429;1
1;ref;10;0.055286220000000004;150.85063732521436;63.09374255610429;1
1;ref;10;0.05615449833333334;150.85063732521436;63.09374255610429;1
1;ref;10;0.05781484666666667;150.85063732521436;63.09374255610429;1
1;ref;10;0.055799023333333336;150.85063732521436;63.09374255610429;1
1;ref;500;1.6519501483333334;1.9510622118926972;3.594475354315478;1
1;ref;500;1.6707785083333335;1.9510622118926972;3.594475354315478;1
1;ref;500;1.6982242533333334;1.9510622118926972;3.594475354315478;1
1;ref;500;1.682295305;1.9331524211139663;3.4840291413577886;1
1;ref;500;1.6400649383333332;3.3022760386669625;2.3371366244236085;1
1;ref;500;1.772643695;1.9510622118926972;3.594475354315478;1
1;ref;1000;0.5538891016666666;8.989376636081914;9.959833454981187;1
1;ref;1000;3.7524318150000004;1.9331524193134302;2.780466657327421;10
1;ref;400;1.37523701;10.149712239643135;10.978855432041257;10
1;ref;400;1.7897006083333336;10.149712239643135;10.978855432041257;10
1;ref;400;1.41975548;10.15051268428854;4.717203910560199;1
1;ref;400;1.2396428566666666;10.15051268428854;4.717203910560199;1
1;ref;600;2.0705904750000004;10.149413574687749;0.0032405343955946076;4
1;ref;600;2.1842043983333337;10.219049497938375;7.959323374690718;1
1;ref;600;2.1260864450000003;2.690996383666192;3.0522952088695248;1
1;ref;600;2.0027197516666666;1.9351726439736625;3.4390711841702233;1
1;ref;1000;1.5347995033333333;0.9939779546536623;0.943995154418995;1
1;ref;1000;1.4526139550000001;0.9994242138238135;0.9773153240059099;0.1
1;ref;1000;3.29512792;0.4889627299239078;0.21649076911109297;1
1;ref;1000;2.3417604050000005;0.07962111325216419;0.09524500226789823;1
1;ref;1000;2.2940250066666668;0.07961985326343969;0.0952557002223031;1
1;ref;1000;2.6538762316666666;0.07961930897968954;0.0952255672071364;1
1;ref;1000;2.1946093633333335;0.07961981970449948;0.09524354728214852;1
1;ref;1000;2.358596771666667;0.07961930888344797;0.0952257352839659;1
1;ref;1000;2.13176172;0.0796193073964919;0.09522546216283978;1
1;ref;1000;2.3526797333333334;0.07962093021973803;0.09520589456890889;1
1;ref;1000;2.2907157650000003;0.09692681276493627;0.09145864389681899;1
1;ref;1000;1.9829382983333335;0.0751156044656289;0.09590567255282165;1
1;ref;1000;3.0208784950000003;0.6377773531947089;1.1226633756783115;1
1;ref;1000;3.256516131666667;0.2989621431728404;0.20918575554972577;1
1;ref;1000;2.9126018133333336;0.2989621431728404;0.20918575554972577;1
1;ref;1000;1.9630336483333335;0.09176418628915346;0.09470922138830774;1
